CaseOrder,Population_Within_A_Mile,Children_Count,Age,Income,Churn,Outage_Seconds_Per_Week,Email_Sent_To_Customer_Count,Technical_Support_Contacted_Count,Yearly_Equip_Failure_Count,Is_Techie,Has_Port_Modem,Has_Tablet,Has_Phone_Service,Has_Multiple_Lines,Has_Online_Security,Has_Online_Backup,Has_Device_Protection,Has_Tech_Support,Has_Streaming_TV,Has_Streaming_Movies,Has_Paperless_Billing,Tenure,Avg_Monthly_Charge,Avg_Bandwidth_GB_Usage_Per_Year,Area_Rural,Area_Suburban,Area_Urban,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Never Married,Marital_Status_Separated,Marital_Status_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Contract_Term_Month-to-month,Contract_Term_One year,Contract_Term_Two Year,Internet_Service_Type_DSL,Internet_Service_Type_Fiber Optic,Internet_Service_Type_None,Payment_Method_Type_Bank Transfer(automatic),Payment_Method_Type_Credit Card (automatic),Payment_Method_Type_Electronic Check,Payment_Method_Type_Mailed Check
6376,34082,1,46,27400.85,0,3.21461,9,0,0,0,0,1,1,0,1,0,1,0,0,1,0,48.98746,142.4827,4786.931622,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6377,925,0,74,52053.5,0,7.511184,9,1,1,0,0,0,1,1,1,1,1,1,0,0,1,63.43731999999999,195.0062,5527.7115810000005,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6378,3263,1,86,85485.62,0,11.26656,14,2,0,0,1,1,1,1,1,0,0,0,0,0,1,50.625440000000005,115.0021,4203.629126,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
6379,172,3,46,56497.63,0,10.4229,10,1,0,0,1,0,1,0,0,1,1,0,0,1,1,44.59308,182.4608,4176.013803,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
6380,129,4,45,63252.08,0,11.55712,9,1,1,1,0,0,1,0,1,1,1,0,1,1,0,66.31631999999999,225.1457,6741.094654,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
6381,40441,7,36,5609.56,0,15.4974,12,1,1,0,0,1,1,0,0,1,1,0,0,1,0,62.252469999999995,182.4608,5696.625474,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6382,2128,0,73,79846.11,0,9.594627000000001,9,0,1,1,0,1,1,1,0,0,0,0,1,1,1,60.91248,240.1149,5487.492711,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6383,2000,0,60,33211.59,0,9.640533999999999,13,1,0,0,0,0,1,0,1,0,1,0,1,1,1,44.58913,222.65,4233.959568,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
6384,14260,0,69,102544.2,0,12.58464,14,0,0,0,1,0,1,0,0,0,0,1,1,0,1,49.261829999999996,129.9483,4630.380688,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
6385,6020,1,81,39464.48,0,7.685325,12,0,1,0,0,0,1,0,0,1,1,0,1,1,1,52.68581999999999,210.1518,4878.104493,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
6386,16968,0,86,16044.85,0,6.200468,9,0,0,1,0,0,1,0,0,0,1,1,0,0,1,65.67296999999999,117.4872,5761.616471,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6387,31725,0,63,39231.3,0,15.00434,18,0,0,0,1,0,1,1,0,0,1,1,1,0,1,45.29142,162.5005,4021.274223,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
6388,32901,9,50,70043.78,0,2.1048240000000003,15,2,0,0,0,1,1,0,0,0,1,1,0,1,1,64.47686,152.4742,6218.382624,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6389,11092,1,35,83330.44,0,10.75619,4,1,1,0,1,1,1,1,1,1,0,1,1,0,1,64.31881,207.4673,5834.02568,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6390,21131,1,71,29077.39,0,14.62681,13,4,0,0,1,0,1,0,0,1,1,1,1,1,0,50.30252,222.6609,4719.932145000001,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
6391,570,1,49,39184.05,0,13.067110000000001,12,1,0,0,0,0,1,0,0,1,0,1,1,1,1,67.89706,222.6143,6609.122789999999,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
6392,5264,4,38,26393.06,0,6.256431,8,0,1,0,1,0,1,0,1,0,0,0,0,0,1,63.280969999999996,114.9728,5414.545503,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
6393,649,8,30,11786.95,0,9.94893,10,0,1,0,1,0,1,1,0,1,0,1,1,1,1,67.32753000000001,275.1198,6451.646223,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
6394,27946,0,30,24707.03,0,11.5315,11,1,0,0,0,1,1,0,0,0,0,0,0,0,1,64.48925,112.4551,5345.2651590000005,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
6395,437,1,61,4108.64,0,11.441130000000001,7,2,0,0,1,0,1,0,1,1,1,1,0,1,0,68.10386,165.0113,6071.213666,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
6396,43,2,32,8916.93,0,10.84095,15,0,0,0,1,1,1,1,1,0,1,0,1,1,0,51.60111,255.1555,5033.827918,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6397,324,0,49,40057.31,0,11.00613,14,1,0,0,1,0,1,0,0,1,0,1,0,0,1,48.521679999999996,127.4601,4486.430136,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6398,24473,0,71,29056.86,0,9.929808999999999,12,0,1,1,0,0,1,0,0,0,0,1,1,0,1,53.63969,129.9483,4982.535602,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
6399,568,2,78,25676.69,0,9.883909,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,47.175990000000006,127.4421,4404.023518999999,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6400,121,4,65,50199.18,0,11.016580000000001,4,0,0,0,1,1,1,1,0,0,1,0,0,0,1,51.45585,125.0073,4442.819177,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
6401,39062,3,21,48844.65,0,15.414420000000002,10,1,0,0,1,0,1,0,0,1,0,0,0,0,0,49.30109,114.9509,4812.4118020000005,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
6402,1030,0,37,65592.66,0,14.44405,7,2,0,0,1,0,1,1,1,0,0,1,0,0,0,49.605990000000006,159.9875,4254.289639,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
6403,3326,2,36,15745.22,0,11.52469,4,0,0,1,1,0,1,0,1,0,0,0,1,1,1,60.151309999999995,190.127,6024.749674000001,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
6404,71878,1,61,24072.79,0,9.574803999999999,8,2,0,0,1,0,1,0,1,0,0,0,0,0,1,47.98376,82.49655,4079.4773840000003,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
6405,6815,0,51,32663.78,0,14.43716,15,1,0,0,1,1,1,0,1,0,1,0,1,1,0,69.56294,202.65,6770.3155959999995,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
6406,2231,2,71,38833.39,0,6.447173,15,0,1,0,0,0,1,1,0,0,0,1,0,0,0,64.78357,157.4698,5372.80048,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6407,206,9,65,58813.9,0,9.441469,10,2,0,0,1,0,1,1,0,0,1,0,0,0,0,51.413129999999995,137.4836,5089.022874,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
6408,24514,1,85,80087.23,0,13.419220000000001,5,2,0,0,0,1,1,0,1,0,0,0,0,0,1,66.3094,82.49655,5420.067411999999,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6409,48770,3,20,23874.86,0,7.742007000000001,14,1,0,0,0,0,1,1,0,1,1,0,0,1,0,66.34756,182.49,6033.438284000001,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6410,124,1,58,31973.73,0,10.863710000000001,12,0,1,0,0,1,1,0,1,1,0,1,1,0,1,60.950340000000004,154.9618,5824.155057,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6411,873,1,47,49511.19,0,10.843580000000001,12,0,0,0,1,1,1,0,1,0,1,0,1,1,1,52.38554,222.65,4993.2414229999995,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
6412,25827,0,19,11791.97,0,7.659547,11,1,1,0,0,0,0,1,0,0,1,1,0,0,1,62.26071999999999,149.9928,5855.9297990000005,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
6413,21743,4,84,31430.08,0,10.62065,12,0,0,0,0,0,1,1,0,0,0,0,1,0,1,64.67817,137.4684,5621.654767,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
6414,26749,4,76,5411.4,1,9.675355,11,0,1,1,1,0,1,0,0,1,0,1,1,1,0,56.573190000000004,210.138,5271.605896,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
6415,24385,1,45,43388.31,0,11.79283,8,1,0,0,0,0,1,1,0,1,1,0,0,1,1,39.1168,194.9663,4072.167583,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
6416,18274,1,25,45035.77,0,7.625019,7,0,2,0,1,1,1,1,0,1,0,1,1,1,1,59.95075,255.1198,6061.603654,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
6417,1925,4,24,22431.45,0,14.15969,16,1,1,1,1,0,1,0,1,1,1,1,0,0,1,65.91841,142.5007,6277.33482,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6418,710,0,75,14242.01,0,14.12222,11,0,0,0,0,0,1,1,0,0,1,0,0,1,1,61.19826,192.4705,5244.846457,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
6419,253,8,32,38469.46,0,4.463867,19,1,2,1,1,1,1,0,1,0,1,0,1,1,1,64.46736999999999,190.1737,6200.818914,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6420,3576,2,48,21248.31,0,8.372428999999999,12,1,1,0,1,0,1,0,0,0,1,0,0,1,0,61.9981,139.965,5884.305654,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
6421,4584,4,35,121444.9,0,6.814054,16,2,1,1,0,0,1,0,0,1,0,0,1,0,0,68.30662,159.9349,6101.654993,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
6422,779,0,77,42883.22,0,12.831010000000001,12,0,0,0,0,0,1,0,0,0,1,1,0,1,1,67.86743,139.9979,5799.405302,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6423,1271,0,57,13948.49,0,11.961739999999999,9,0,1,0,0,0,1,0,1,0,0,0,1,1,1,67.77528000000001,210.127,6105.525987,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6424,58,3,25,16960.17,0,11.70669,14,2,1,0,0,0,1,1,0,0,1,0,1,0,0,50.073,182.4676,4672.7400020000005,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6425,6304,0,84,36835.17,0,13.550770000000002,10,0,0,0,1,0,1,0,0,0,0,0,1,1,0,64.53,175.1331,5675.888405,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
6426,1889,0,50,10560.99,0,11.31448,12,0,0,1,1,1,1,0,0,0,1,0,1,0,1,59.740919999999996,117.4858,5218.637314,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
6427,191,2,26,5911.41,0,8.274459,11,2,0,0,1,0,1,0,0,0,0,1,0,0,0,68.60051999999999,104.9643,6174.634632,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6428,158,1,49,27784.38,0,11.03858,9,1,2,0,0,0,0,1,1,0,0,0,1,1,0,58.466359999999995,222.6326,5838.178564,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
6429,594,0,63,28140.14,0,8.485886,16,4,0,0,0,0,1,0,1,0,0,0,1,0,0,58.10315,119.9568,5398.317847,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
6430,1333,1,52,15778.64,0,8.079285,10,0,1,1,0,0,1,1,1,1,1,0,1,1,1,47.476009999999995,277.6513,4693.458553,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
6431,12768,0,74,27100.67,0,12.30379,11,0,1,0,1,0,1,1,1,0,0,0,0,1,1,61.30152,149.989,5328.929299,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
6432,29133,1,52,33727.33,0,6.958049000000001,12,2,0,0,1,0,1,0,0,1,1,0,1,1,1,60.22359,210.1518,5637.867429,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
6433,165,4,43,92696.47,0,6.630274000000001,9,1,1,0,0,0,1,1,0,1,0,0,0,0,1,71.77038,134.9801,6188.3223880000005,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6434,42524,1,55,30605.32,0,15.23751,13,2,0,0,1,1,1,1,0,1,1,0,0,1,0,58.7517,182.49,5317.014241,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
6435,271,0,45,46994.01,0,13.481810000000001,7,2,1,0,0,0,1,0,0,0,0,0,0,0,1,65.62921,79.97886,5389.491157,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
6436,867,9,85,25034.34,0,6.075357,18,1,0,0,0,1,1,0,1,1,0,1,0,0,1,66.12646,117.5015,5831.95427,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6437,1349,1,47,9806.64,0,9.346134,12,0,0,1,0,0,1,0,0,1,1,0,0,0,0,70.04547,127.4738,6450.493796,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
6438,960,2,55,70150.34,0,9.823972999999999,18,1,0,0,0,0,1,0,1,0,0,1,0,0,1,64.25103,107.48200000000001,5880.656131000001,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
6439,3271,2,49,28833.12,0,7.720028,11,0,0,1,0,0,1,0,0,0,0,1,0,1,1,61.67482,139.9512,5773.715899,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6440,2114,1,49,47512.7,0,10.18517,8,1,0,1,0,0,1,0,0,1,0,0,1,0,0,58.707719999999995,139.9349,5543.326997,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6441,28577,3,60,73479.87,0,12.79553,11,2,3,0,0,0,0,0,1,1,1,0,1,0,1,67.55011999999999,154.9755,6500.761531,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6442,422,1,49,30403.75,0,12.11743,12,1,0,1,0,1,1,0,1,1,0,0,1,0,0,67.28603000000001,162.4526,5954.978524,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
6443,12300,0,34,13728.71,0,7.893642,13,0,1,0,1,0,1,0,0,0,0,1,1,0,1,50.86377,117.47200000000001,4415.844265,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
6444,756,0,52,110391.6,0,5.193206,14,2,0,0,1,0,1,1,0,1,0,1,0,0,0,66.30503,179.9656,5674.466677,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
6445,921,7,57,40281.89,0,12.31332,13,0,1,0,1,0,1,1,1,1,0,0,1,1,1,55.67304,245.1283,5861.769044,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
6446,18448,0,77,87747.16,0,10.30752,10,1,0,0,0,0,1,0,1,1,1,0,0,0,0,58.7814,129.9915,5473.599849,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
6447,329,1,31,6193.94,0,9.843695,15,3,0,0,0,0,0,0,1,1,0,0,0,0,1,56.799780000000005,137.4686,4911.905543,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
6448,1063,0,40,40204.1,0,12.12353,14,2,0,0,1,0,0,0,0,1,1,0,1,0,0,49.95803,172.4579,4543.825132999999,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
6449,15663,2,70,27301.4,0,16.1298,9,1,0,0,0,0,1,1,0,0,1,1,1,0,1,46.251540000000006,174.9768,4552.057718,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6450,28577,0,52,42433.77,0,9.420146,10,2,0,0,0,0,0,1,1,0,0,0,0,1,1,62.08441,182.4653,5465.2079109999995,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
6451,23980,0,62,17440.08,0,7.934951,13,0,0,0,0,1,1,1,1,0,0,0,1,1,1,48.38433,222.6326,4985.725486,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
6452,8081,0,66,6096.89,0,7.744646,10,2,0,0,0,0,1,1,0,1,0,0,1,0,1,70.71967,172.4404,6512.990011999999,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
6453,1118,2,57,42090.01,0,10.70759,12,1,0,0,1,0,1,0,0,0,0,0,0,1,1,63.4041,114.9658,5389.076144,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
6454,11323,3,73,23446.13,0,11.26135,15,4,0,0,1,0,1,0,0,0,0,0,0,0,0,68.17558000000001,112.4551,5680.973666,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
6455,6161,10,86,10803.89,0,10.473939999999999,10,0,1,0,1,0,1,0,0,1,0,0,1,0,0,49.505340000000004,127.4586,4531.562513,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
6456,128,4,69,40143.6,0,16.41048,18,2,0,0,1,0,1,0,0,0,1,0,0,0,0,68.78168000000001,92.5018,5859.681153,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6457,9910,0,49,37658.41,0,10.63472,14,3,0,0,1,0,1,0,0,0,0,0,1,0,1,71.60925999999999,104.9629,6109.236207,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
6458,902,0,56,21929.84,0,13.687679999999999,10,0,1,0,1,0,1,0,1,0,0,1,0,0,1,65.05715,107.48200000000001,5799.574085,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
6459,801,1,51,38126.15,0,8.61622,13,1,0,0,1,0,1,1,0,0,1,1,0,1,0,69.21008,204.9797,6015.112937,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6460,729,0,74,63733.76,1,6.058654,18,1,0,0,0,0,1,1,0,1,0,1,1,1,1,67.61856999999999,255.1198,6545.503925999999,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
6461,24,1,37,84100.24,0,8.571661,15,2,1,0,0,1,0,0,1,0,0,1,1,0,1,55.749680000000005,152.466,4912.337528,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
6462,21767,3,81,24771.21,0,7.937239,10,1,1,0,0,1,1,0,0,0,0,1,1,1,0,62.120940000000004,200.1185,5951.449014,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
6463,6282,2,46,30122.01,0,7.003919000000001,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,62.43504,92.45514,5681.838688,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
6464,496,3,88,102322.6,0,0.3918659,19,2,0,0,1,1,1,0,1,0,0,0,1,1,1,50.89196,210.127,4665.805714,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6465,87509,3,36,55110.25,0,10.07036,12,1,0,0,1,0,0,0,0,0,0,0,1,0,1,55.221940000000004,137.4392,4901.470822,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
6466,20049,0,37,12071.22,0,13.06712,13,1,0,0,1,0,1,0,0,0,0,1,0,0,1,57.01834,124.9643,4714.4872909999995,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
6467,28849,5,75,16897.14,1,10.496360000000001,10,2,0,0,1,0,1,1,1,0,0,0,1,1,0,58.018359999999994,242.6326,5472.923809000001,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6468,2883,1,53,20706.94,0,9.723378,12,2,1,0,1,0,1,0,0,1,0,0,1,0,1,47.69242,159.9349,4214.148669,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
6469,13088,2,81,32891.71,0,6.832330000000001,17,0,1,0,0,0,1,0,0,1,0,0,1,1,1,60.88203000000001,197.6288,5495.323342000001,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
6470,1407,10,64,60462.14,0,11.75314,11,1,0,0,0,0,0,0,0,1,0,0,1,1,1,36.264790000000005,197.6288,3780.2536130000003,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
6471,3639,0,29,59138.75,0,9.175781,12,2,0,1,0,0,1,1,1,1,0,1,1,0,0,68.03515,187.4673,6540.915805,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6472,164,4,73,11374.3,0,2.039771,13,0,0,0,1,0,1,0,0,0,0,1,1,0,0,59.153459999999995,129.9483,5503.849666,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6473,1530,3,61,15422.66,0,9.400628999999999,14,1,1,0,1,0,1,1,1,0,0,0,1,1,0,67.73639,222.6326,6667.024092000001,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6474,2667,0,61,34567.24,0,17.24156,11,0,1,0,1,0,1,1,1,0,0,0,0,1,0,45.72931,182.4653,4013.312414,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
6475,136,0,82,56960.58,0,14.57952,16,0,0,1,0,0,1,0,0,1,1,0,0,0,1,60.6238,127.4738,5450.679529999999,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6476,1674,3,26,5277.14,0,12.08255,16,0,1,0,0,0,1,0,0,1,0,0,0,0,1,66.60339,134.9509,5717.952139999999,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
6477,25178,3,39,41795.89,0,9.174785,15,1,1,0,0,1,1,0,0,1,0,1,0,1,1,60.4218,182.447,5332.826382,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
6478,830,1,23,35669.12,0,9.642833,17,1,1,0,0,0,1,1,1,0,1,0,0,1,0,69.02835999999999,174.9882,6658.685288000001,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
6479,22152,4,32,81934.59,0,5.616141000000001,11,0,0,0,0,0,1,1,0,0,1,0,0,1,1,68.3716,172.4705,6510.228805,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6480,5332,2,26,39250.53,0,12.38401,10,2,1,0,0,0,0,1,0,1,1,1,0,0,1,55.49975,192.4885,5021.065195,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
6481,46,3,85,47986.4,0,9.162228,14,2,1,0,0,1,1,0,1,1,0,1,0,1,1,44.727140000000006,164.9647,4384.720336,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
6482,1212,0,35,21977.29,0,10.24775,11,1,0,0,0,1,1,0,0,1,0,1,1,1,1,54.28015,210.138,5047.950436,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
6483,7979,7,46,23707.75,0,14.78077,13,2,0,1,1,0,1,0,1,1,0,1,0,0,0,70.85122,129.9778,6616.596671,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
6484,4365,5,26,37990.93,1,11.73432,14,0,0,0,1,1,1,1,0,1,0,0,1,1,1,44.60033,242.6106,4966.413605,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
6485,179,2,56,48459.16,0,6.34319,9,2,0,1,1,0,1,1,0,1,1,1,1,0,0,70.2223,217.4725,6289.621165,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6486,3527,3,31,112097.3,0,15.07177,5,0,2,0,0,1,1,1,0,1,0,0,0,1,1,48.25953,182.4433,4843.627918,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6487,398,0,71,10542.11,0,10.15175,11,1,0,0,0,1,1,1,0,1,1,0,1,0,0,66.57869000000001,184.9634,6289.493619,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
6488,2123,1,62,7330.64,0,10.31702,6,2,0,1,1,0,1,1,0,0,0,0,1,0,0,55.09779,137.4684,4769.381102,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
6489,2725,1,74,57760.15,0,8.668032,12,1,0,1,0,0,1,0,1,0,0,0,0,0,0,64.5515,114.9728,5312.093214,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
6490,22255,8,78,27947.45,0,9.713017,12,1,1,0,1,0,1,0,0,1,0,0,1,1,0,62.813030000000005,197.6288,5895.142664,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
6491,225,3,28,35207.1,0,5.996711,15,1,1,0,1,0,1,1,1,1,0,1,1,1,0,68.47895,277.6375,6520.882525,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6492,7109,0,38,35242.17,0,9.40677,9,2,0,1,0,0,1,0,1,0,1,0,1,0,0,71.30636,120.0035,6233.777957,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
6493,1249,3,55,17176.02,0,3.824619,14,3,0,0,0,0,1,1,0,1,0,0,1,0,1,55.15375,172.4404,5413.024984000001,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
6494,16681,0,43,1943.56,0,12.1873,7,2,0,1,1,0,1,0,0,0,0,0,0,1,1,59.92546,147.4421,5170.661902000001,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
6495,12418,2,24,25163.87,0,12.97823,14,1,0,0,1,1,1,1,1,0,1,1,1,0,1,71.82981,177.4945,6873.906816,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
