CaseOrder,Age,Email_Sent_To_Customer_Count,Is_Techie,Has_Multiple_Lines,Has_Online_Backup,Has_Device_Protection,Has_Streaming_TV,Avg_Bandwidth_GB_Usage_Per_Year,Churn
5042,22,13,0,1,0,1,1,6072.907276,0
5043,69,17,0,0,1,1,1,5673.501264,0
5044,19,13,0,1,0,1,1,6110.01152,0
5045,29,12,0,1,0,1,0,6227.163207,0
5046,67,13,0,0,0,0,1,6150.658199,0
5047,19,5,0,1,0,1,1,5502.195694,0
5048,29,15,1,0,1,1,1,6291.368213000001,0
5049,80,10,0,1,0,1,0,5671.821266,0
5050,32,12,0,0,0,0,1,6177.436257,0
5051,26,14,0,1,1,0,0,5900.543943,0
5052,38,12,0,0,0,1,0,5909.817728,0
5053,87,10,0,0,0,1,0,5575.553256,0
5054,48,11,1,0,0,1,1,6532.437967,0
5055,42,13,1,1,1,1,1,5568.099221,0
5056,18,10,0,1,0,0,1,6815.305528,0
5057,42,11,0,0,0,0,0,5341.417352,0
5058,35,13,0,0,0,0,0,5179.612997,0
5059,28,13,0,0,0,0,1,6427.653862,0
5060,64,8,1,1,0,0,0,5469.381433,0
5061,82,16,1,0,0,0,0,6206.957458,0
5062,60,20,0,1,0,1,0,4888.954667,0
5063,50,11,0,1,0,1,0,6385.746999,0
5064,73,15,0,0,0,1,1,5964.647059000001,0
5065,41,7,1,0,0,1,0,6095.07687,0
5066,72,15,0,1,1,0,1,5556.247274,0
5067,30,13,0,1,0,1,1,4595.920043,1
5068,69,12,0,1,1,1,1,5990.18794,0
5069,88,18,0,0,0,0,1,5739.806189,0
5070,85,10,0,0,0,0,1,5935.908059,0
5071,75,11,0,0,1,0,0,6184.630782,0
5072,60,14,1,1,1,0,1,5917.993233,0
5073,72,10,0,0,0,1,1,6300.3017310000005,0
5074,39,19,0,0,1,0,0,5903.828849,0
5075,32,13,0,0,1,0,0,5634.748909,0
5076,57,7,0,1,1,0,0,6015.602918,0
5077,24,10,0,0,0,0,1,4969.321910000001,0
5078,22,11,0,1,1,0,1,6070.361595,1
5079,48,6,1,1,0,0,1,5520.83439,0
5080,40,15,0,0,1,1,0,5533.105998,0
5081,56,13,0,0,0,0,0,5311.978852,0
5082,85,11,0,0,1,1,1,5435.713342,0
5083,35,12,0,0,0,0,0,5098.53904,0
5084,20,9,0,1,1,1,0,6565.8895840000005,0
5085,49,15,1,0,0,1,1,5040.384411999999,0
5086,52,9,0,1,0,0,1,4367.397207,0
5087,31,7,0,0,0,0,0,5718.272878,0
5088,71,9,1,0,1,0,1,5241.394025,0
5089,80,12,0,1,1,1,1,5027.299322,0
5090,41,11,0,1,0,1,0,6286.888744,0
5091,59,12,0,1,1,0,1,5364.761472,0
5092,66,11,0,1,0,0,1,5532.302162,0
5093,85,10,0,1,1,0,1,4966.563579,0
5094,45,15,0,0,1,1,0,6001.584896,0
5095,47,12,0,0,1,1,1,6175.505483,0
5096,70,13,0,0,0,1,0,5664.025426,0
5097,45,11,0,0,0,0,0,4862.205431,0
5098,62,11,0,0,0,0,0,5808.356444,0
5099,89,12,1,1,1,1,0,6116.893966,0
5100,84,9,0,1,1,1,0,6197.152457,0
5101,69,15,0,1,0,0,1,4512.775122999999,1
5102,74,14,0,1,0,0,0,5791.217393,0
5103,64,12,0,0,1,1,1,6131.039453,1
5104,30,10,1,0,1,1,1,5296.643482,0
5105,20,12,0,1,0,1,1,5017.628209,0
5106,81,11,1,1,0,0,0,4382.709253,0
5107,83,12,0,1,0,1,0,5462.625983,0
5108,73,11,0,1,0,1,0,4152.530591,0
5109,38,14,0,0,1,1,1,5233.690338,0
5110,82,15,0,0,0,0,0,4188.693579,0
5111,63,8,0,1,1,0,0,4445.416771,0
5112,24,15,0,0,0,0,1,4656.466477,0
5113,33,15,0,1,1,1,1,5012.1438100000005,0
5114,50,12,0,1,1,0,1,4721.018056,0
5115,38,13,1,0,1,0,1,5399.224156,0
5116,45,18,0,0,0,1,1,5684.731048,0
5117,22,13,0,1,1,1,0,4823.771422,0
5118,20,9,0,1,1,1,0,6447.490491,0
5119,38,10,0,0,1,0,1,3877.950833,0
5120,72,14,0,0,1,1,0,6271.675020000001,0
5121,75,13,0,1,0,0,0,5700.531807,0
5122,33,16,0,0,0,1,0,5361.461661,0
5123,42,8,0,0,1,1,1,5638.778543,0
5124,68,14,0,0,1,1,0,6444.124341,0
5125,55,12,0,0,0,0,1,3529.1726380000005,0
5126,21,5,0,0,0,0,0,4363.988222,0
5127,62,16,0,0,0,0,1,5708.957593,0
5128,82,11,0,0,0,1,1,5349.831255,0
5129,48,13,0,0,0,1,0,5962.4117240000005,0
5130,73,11,1,1,0,1,0,5705.2644310000005,0
5131,84,10,1,0,1,0,1,5319.773541,0
5132,29,9,0,0,0,1,1,6638.7839189999995,0
5133,24,14,0,0,1,0,1,5261.201726,0
5134,77,14,0,1,0,1,0,6414.916465,0
5135,84,13,0,1,1,1,0,6343.107984,0
5136,42,13,0,1,0,1,1,5940.543417,0
5137,44,16,1,0,0,1,0,4017.1269490000004,0
5138,59,19,0,0,1,0,1,3946.79376,0
5139,29,5,1,1,1,0,1,6199.767982,1
5140,63,9,0,1,0,0,1,5425.5116100000005,0
5141,40,12,0,1,1,0,1,5725.876807,0
5142,45,5,1,0,1,0,1,5388.100592,0
5143,65,9,0,1,0,1,0,5861.996544,0
5144,32,16,0,1,1,0,1,6311.188879,0
5145,68,9,0,1,0,0,0,4805.894692,0
5146,19,11,0,1,0,1,1,5807.061171,0
5147,27,14,0,0,0,1,0,5707.70468,0
5148,85,13,0,1,0,1,0,4658.564203,0
5149,45,9,0,0,0,1,1,5579.495808,0
5150,57,12,0,0,1,0,1,5583.671778,0
5151,40,9,0,0,0,1,1,6528.295974000001,0
5152,64,9,0,1,0,1,0,4745.32751,0
5153,44,10,0,0,1,1,0,5246.867359000001,0
5154,40,6,0,0,1,1,0,6192.288654999999,0
5155,33,13,0,0,0,1,1,5760.908084000001,0
5156,51,19,0,0,0,0,0,4473.615207,0
5157,43,12,0,0,1,0,1,6569.215906,0
5158,31,14,1,1,1,1,1,6689.478561,1
5159,49,18,0,1,0,0,1,6284.835432,0
5160,44,14,0,0,0,0,0,6361.1427060000005,0
5161,71,15,0,1,0,0,1,5168.61323,1
5162,43,11,0,1,0,0,0,6572.961443,0
5163,63,11,0,1,1,1,0,4652.212743,0
5164,21,9,0,1,0,0,0,4955.912119,0
5165,89,9,1,0,0,0,1,6558.022236,0
5166,88,11,0,0,1,0,1,5997.071735,0
5167,56,13,0,1,0,0,1,5659.522313,0
5168,63,11,1,0,1,1,1,4639.026778,0
5169,82,12,0,1,1,0,0,5616.4671579999995,0
5170,22,13,0,1,0,0,0,5831.590077000001,0
5171,51,11,1,0,0,0,1,6050.8183659999995,0
5172,19,13,1,0,0,1,0,6304.298349000001,0
5173,53,12,0,0,1,1,0,5059.402086,0
5174,58,13,0,1,0,0,1,5527.671776,0
5175,69,15,0,1,0,0,1,5417.4127770000005,0
5176,44,15,0,1,1,0,0,5214.689346,0
5177,46,9,0,0,1,1,0,5953.091281,0
5178,26,14,0,1,1,0,1,5202.253182,1
5179,43,13,0,0,1,0,1,6010.445763000001,0
5180,52,11,0,0,0,1,0,5249.37739,0
5181,75,11,0,0,0,0,0,6044.380838,0
5182,52,9,0,0,1,1,0,3894.456441,0
5183,28,12,0,0,0,0,0,6121.4243799999995,0
5184,54,12,1,1,1,0,1,5208.79271,1
5185,22,9,0,1,0,0,1,4946.910016,0
5186,20,11,0,0,1,0,1,6171.048605,0
5187,86,6,0,0,1,1,0,3965.422778,0
5188,88,10,1,1,1,1,1,6472.755676,0
5189,37,6,1,0,1,1,0,5849.296401,0
5190,60,11,0,0,0,1,1,6075.000814,0
5191,54,14,1,0,0,1,0,3843.2286,0
5192,20,13,0,0,1,1,1,5932.377939999999,0
5193,47,12,0,0,0,0,0,5828.46448,0
5194,47,7,1,1,0,0,1,6516.6109719999995,0
5195,43,12,0,0,1,1,1,6242.695434,0
5196,31,13,0,1,1,1,1,5701.481448,1
5197,29,17,0,1,1,0,1,5519.682788,0
5198,26,11,0,1,0,0,1,5209.371279,0
5199,31,13,1,1,1,1,1,6764.539694,0
5200,45,10,0,0,0,1,1,5546.135558,0
5201,60,16,0,0,0,0,0,4113.33849,0
5202,22,15,0,1,0,1,0,5999.675904,0
5203,40,9,1,1,1,1,0,5399.848703000001,0
5204,56,12,1,1,0,1,0,6086.559502,0
5205,38,7,0,0,0,0,0,5433.040814,0
5206,67,10,0,0,0,0,0,6455.138761,0
5207,52,11,0,1,1,0,0,6130.392142000001,0
5208,60,20,0,1,1,1,0,5353.001743,0
5209,18,11,0,1,1,1,1,6691.71698,0
5210,43,12,0,0,0,0,0,5877.534771,0
5211,61,13,0,0,0,1,1,4421.565715,0
5212,70,11,0,0,1,0,0,6448.950870000001,0
5213,60,9,0,0,1,0,1,6414.954544,0
5214,26,10,0,0,0,0,0,5529.433476,0
5215,31,10,0,1,0,1,1,5133.883667,0
5216,50,8,0,0,1,0,0,4137.953493,0
5217,59,12,0,1,1,1,0,6230.661267,0
5218,47,14,0,0,1,0,0,6079.400361,0
5219,71,11,0,1,1,0,1,5114.91266,0
5220,61,11,0,1,1,1,0,6051.573796,0
5221,45,14,0,1,1,1,0,5617.036978,0
5222,22,12,0,0,1,0,1,5260.656937,0
5223,82,15,0,1,0,0,1,6063.51865,0
5224,48,18,0,0,0,1,1,6192.147247999999,0
5225,73,13,0,0,0,1,0,4928.976354,0
5226,32,15,1,0,1,1,1,5879.484066,0
5227,73,13,1,0,1,0,0,5802.915462,0
5228,84,15,0,0,0,0,0,4118.129556,0
5229,32,9,1,0,0,1,1,6213.398927,0
5230,72,12,1,0,0,0,1,5143.531186,0
5231,58,11,0,0,0,1,1,4324.223957,0
5232,59,13,1,0,1,1,1,5626.09355,0
5233,39,17,0,0,0,0,0,5885.410472,0
5234,77,20,1,1,1,1,0,5674.734009000001,0
5235,85,18,0,1,0,1,1,5429.301177,0
5236,37,11,0,0,0,0,0,6210.519966,0
5237,84,15,0,1,1,0,0,5311.784514,0
5238,78,7,0,1,1,1,1,4582.182243,0
5239,89,13,0,1,0,1,1,6222.773491,0
5240,61,11,0,1,0,0,1,6457.917933,1
5241,38,14,0,0,0,0,0,6253.491089,0
5242,36,11,1,0,1,1,1,4517.31047,0
5243,85,8,0,1,0,0,1,5341.20171,0
5244,23,13,1,1,0,1,1,6754.62207,0
5245,53,12,0,0,1,0,1,4019.898568,1
5246,19,9,0,0,1,1,1,6516.163879,0
5247,32,13,0,0,1,1,1,5655.227579,0
5248,57,18,0,0,0,0,0,5407.188993,0
5249,23,14,1,0,1,0,1,6521.587044,0
5250,64,9,1,1,0,1,0,4745.745988000001,0
5251,62,10,0,1,0,1,1,4144.818142,0
5252,20,16,0,1,0,1,1,6555.766575,0
5253,43,16,1,1,1,0,0,5832.634128,0
5254,77,9,1,0,0,0,0,6121.333453,0
5255,75,13,0,1,1,0,0,4745.339554,0
5256,47,11,0,0,1,0,0,4883.516353,0
5257,26,12,0,0,0,0,0,5771.534863,0
5258,80,14,0,1,1,1,1,5655.619699,1
5259,74,14,0,0,1,0,0,6204.366661,0
5260,80,9,0,1,0,0,0,4928.588057,0
5261,19,13,0,1,1,0,1,5717.290302,0
5262,69,7,0,1,0,0,1,6042.727068,0
5263,31,13,0,0,1,0,1,6799.261898000001,1
5264,24,13,0,0,1,1,0,5857.190657,0
5265,40,14,1,0,1,0,0,5278.976104,0
5266,68,15,0,0,0,1,0,5934.247818,0
5267,85,10,1,1,1,1,0,6048.018658,0
5268,64,13,0,0,0,0,1,4735.2761390000005,0
5269,89,9,0,0,1,1,1,4520.861054999999,1
5270,53,10,0,1,0,0,1,5960.117504999999,0
5271,28,14,0,0,1,1,1,6690.800209,0
5272,25,10,0,1,0,0,1,6443.376935,0
5273,24,17,0,1,0,0,1,5824.302038000001,0
5274,81,13,0,1,1,0,1,4334.844433,0
5275,28,14,0,0,0,0,1,5256.767211,0
5276,29,18,0,1,1,0,0,4367.354584000001,0
5277,22,13,1,1,0,0,1,6329.078853,0
5278,42,12,0,1,0,1,0,6484.174701,0
5279,86,13,1,1,1,0,0,5175.585295,0
5280,63,6,1,0,0,0,0,6071.607482,0
5281,44,7,0,0,0,1,0,5611.872408,0
5282,80,6,0,1,1,1,0,5184.395665999999,0
5283,23,13,1,1,0,1,0,5245.572739,0
5284,58,15,0,0,0,1,1,6146.743893,0
5285,74,13,1,0,0,0,0,5559.842936999999,0
5286,80,12,0,0,0,0,0,5530.214199,0
5287,35,15,0,0,0,0,1,5831.475339,0
5288,53,8,0,0,1,0,0,4503.0531280000005,0
5289,27,15,0,1,0,1,0,5757.017238,0
5290,18,12,0,0,0,1,0,6149.726033,0
5291,85,8,0,1,1,0,0,4132.581901,0
5292,39,6,0,1,1,0,0,4710.662382,0
5293,36,15,0,0,1,0,0,5682.278193,0
5294,53,12,0,1,1,1,1,4672.338886,0
5295,89,14,0,0,0,1,0,5661.619110000001,0
5296,78,13,0,1,0,0,1,5351.620303,0
5297,35,17,0,1,0,0,0,4696.771589,0
5298,69,13,0,0,1,0,0,5794.255165,0
5299,57,11,0,0,0,0,0,5284.821838,0
5300,44,9,0,0,1,0,0,3795.698707,0
5301,19,15,0,1,0,0,0,5989.870888,0
5302,19,13,0,1,1,0,1,4231.43285,0
5303,21,10,1,0,0,0,0,5000.223336999999,0
5304,31,13,0,0,1,1,0,6270.1083340000005,0
5305,82,12,0,1,0,1,0,6049.865594,0
5306,40,8,0,1,0,0,1,4549.0596350000005,1
5307,67,10,1,1,1,0,0,4465.392448,0
5308,27,13,0,0,1,1,0,5450.9153289999995,0
5309,70,14,0,0,1,1,0,4667.3972969999995,0
5310,41,9,1,0,1,0,0,6078.61865,0
5311,33,12,0,0,1,0,1,6317.996068,0
5312,32,14,1,1,1,1,1,6611.587446,0
5313,66,11,0,0,0,1,1,5031.059535,0
5314,52,13,0,0,0,1,1,5308.9351369999995,0
5315,67,10,0,1,0,0,1,5887.6504700000005,0
5316,46,15,1,0,0,1,1,5396.115807,0
5317,38,11,0,0,0,0,1,6496.792308,0
5318,58,11,1,1,1,0,1,5474.602288,0
5319,68,11,0,0,0,0,0,4918.504071,0
5320,79,10,0,1,0,0,0,4455.454554999999,0
5321,71,11,0,0,0,0,1,5645.809212,0
5322,37,15,0,1,1,1,0,6335.816115,0
5323,62,16,0,1,1,0,1,4317.109974,0
5324,66,11,0,0,1,1,0,5830.697843999999,0
5325,41,12,0,0,1,0,1,4574.099765999999,0
5326,32,15,0,1,0,0,0,5811.4973899999995,0
5327,74,10,0,0,1,0,0,4735.770641,0
5328,53,12,0,1,0,0,0,5042.24777,0
5329,58,9,0,1,0,0,0,4695.581772,0
5330,40,11,1,1,0,0,1,4828.2039,0
5331,74,15,0,0,1,0,0,5715.521871,0
5332,56,8,0,0,1,1,0,6022.975358,0
5333,56,17,0,0,1,0,0,5017.361668,0
5334,88,12,1,0,0,1,1,5731.345598,0
5335,75,14,0,1,0,1,1,4592.612370000001,0
5336,40,11,1,0,1,0,0,5050.910171,0
5337,37,7,0,1,0,0,1,5590.9390539999995,0
5338,71,9,0,1,0,1,0,5765.833852000001,0
5339,25,10,0,1,1,1,1,5431.249367,0
5340,47,12,1,0,1,1,0,3812.804172,0
5341,28,7,0,1,0,0,1,6626.798645,0
5342,22,6,1,1,0,1,0,6255.328337,0
5343,57,13,1,0,1,0,0,4683.297629,0
5344,30,13,0,1,0,0,1,5474.08598,0
5345,41,12,0,0,0,0,0,5915.392765,0
5346,70,13,1,1,1,0,0,6380.564424,0
5347,70,11,0,0,0,1,0,6407.974397999999,0
5348,79,8,0,1,1,0,0,5449.470206,0
5349,45,10,0,0,0,0,0,4831.131738,0
5350,84,17,1,0,1,1,0,4969.898649000001,0
5351,64,10,1,1,1,0,0,5319.532385,0
5352,72,11,0,0,0,0,1,5276.705264,0
5353,76,13,0,1,0,1,1,4894.603978,0
5354,38,15,0,0,0,0,1,5259.491359000001,0
5355,57,11,0,0,0,0,1,4783.923527,0
5356,52,10,1,1,0,0,0,5205.750156,0
5357,66,11,0,0,0,0,0,4747.190141,0
5358,50,13,0,0,0,0,0,6204.546376,0
5359,58,12,0,1,0,0,1,5990.538990999999,0
5360,85,18,0,1,1,0,1,6092.399467,0
5361,80,15,0,0,1,0,0,3246.325481,0
5362,40,13,0,1,0,0,1,4780.976447999999,0
5363,50,11,0,0,0,0,0,4904.169797,0
5364,32,13,0,0,1,1,1,4756.00161,1
5365,68,12,0,1,1,1,0,6292.807402,0
5366,33,12,0,0,1,0,0,4527.054831,0
5367,30,17,0,0,1,1,1,6246.585167,0
5368,81,13,0,1,0,1,0,5004.005579,0
5369,57,10,0,0,1,1,1,4463.694644,0
5370,47,11,0,0,1,0,0,4732.791307,0
5371,85,15,0,0,0,0,0,4580.335893,0
5372,70,14,0,0,0,0,1,4184.902878,0
5373,41,12,0,0,0,1,0,6033.167408,0
5374,65,5,0,1,0,0,0,5330.00965,0
5375,19,11,1,1,0,0,1,5764.752947999999,0
5376,63,9,0,0,0,0,1,5964.347127,0
5377,57,11,0,1,1,1,1,5639.473416,0
5378,53,14,0,1,1,0,0,5503.322362,0
5379,58,15,0,0,0,1,1,5811.165878,0
5380,89,9,0,1,0,0,1,5972.05769,0
5381,28,9,0,1,1,0,0,6499.037593,0
5382,41,13,0,0,0,0,1,4102.71703,0
5383,21,5,1,0,1,0,0,3971.6851850000003,0
5384,53,10,0,0,0,0,1,6135.277354,0
5385,23,12,0,0,1,1,0,5026.107394,0
5386,81,9,0,1,0,1,1,5331.216027,0
5387,26,16,0,0,1,1,0,5441.933092,0
5388,73,10,0,1,1,0,1,6340.235212,0
5389,83,13,0,0,0,1,0,4899.758441,0
5390,63,13,0,0,1,0,1,4852.623608,0
5391,63,13,0,0,0,0,1,5099.866817,0
5392,42,9,0,0,0,1,1,6182.78427,0
5393,89,13,0,1,0,1,0,5384.246623,0
5394,31,13,0,0,1,1,1,4935.980732,0
5395,51,10,1,0,0,0,1,6747.936863,0
5396,69,14,1,0,0,1,1,5197.361049,0
5397,84,10,0,1,1,1,0,5905.2506920000005,0
5398,80,15,0,1,1,0,0,5917.693418,0
5399,56,7,1,0,0,0,1,5530.8835770000005,1
5400,45,10,0,1,0,1,0,4968.328024,0
5401,85,12,0,0,0,0,1,5398.347301,0
5402,78,13,1,0,1,0,0,5347.776997999999,0
5403,27,10,1,1,1,1,0,6559.360681,0
5404,20,16,0,1,1,0,0,5386.4555310000005,0
5405,75,13,0,0,0,1,0,5762.4548270000005,0
5406,26,12,0,1,0,0,1,5228.370243,0
5407,89,7,0,1,0,1,0,4108.848897,0
5408,29,11,1,1,0,0,1,4646.632157,0
5409,27,12,1,1,1,1,0,6308.665693999999,0
5410,82,14,0,1,1,1,0,5663.5752090000005,0
5411,71,14,1,0,0,1,0,5010.7973409999995,0
5412,40,11,0,1,1,1,1,5563.392672,0
5413,87,10,0,0,1,1,0,3969.782146,0
5414,19,11,0,0,1,1,1,5030.771701,0
5415,33,14,0,1,1,1,0,6006.905315999999,1
5416,60,12,0,0,0,0,1,5972.423634000001,0
5417,42,7,0,1,0,0,1,6739.192120000001,0
5418,23,12,0,1,0,0,1,5579.154579999999,0
5419,83,19,0,0,0,0,1,5709.211479,0
5420,65,15,0,1,0,0,0,5516.527396,0
5421,26,5,0,0,0,0,0,4893.99719,0
5422,84,11,0,0,1,1,0,4164.277154,0
5423,52,14,0,0,0,0,0,4345.907298,0
5424,29,11,1,0,0,1,1,5419.934518999999,0
5425,63,12,0,1,1,1,0,5693.466496,0
5426,81,13,1,1,0,1,0,5913.125552,0
5427,67,5,0,0,0,0,1,5688.6769810000005,1
5428,80,6,0,1,0,0,0,5733.035422,0
5429,75,6,1,1,0,0,1,5894.516764,0
5430,76,11,0,0,0,0,0,5766.913605,0
5431,39,10,0,0,1,0,1,6182.666346,0
5432,60,6,0,0,0,0,0,5312.129835,0
5433,89,10,0,0,0,0,0,5796.999774,0
5434,79,15,0,0,0,0,1,6261.419372,0
5435,63,13,0,0,1,0,0,5173.091219,0
5436,57,11,0,0,0,0,0,4862.320826,0
5437,22,20,0,1,1,1,1,5005.571485,0
5438,47,14,0,0,1,0,0,5466.37029,0
5439,41,12,0,1,1,0,1,6503.984053,0
5440,59,10,0,0,1,1,0,5072.66967,0
5441,68,8,0,1,0,1,1,5942.048606,0
5442,63,17,0,1,1,1,0,6178.61031,0
5443,40,14,0,1,0,0,1,4529.909678,0
5444,47,8,0,0,0,0,0,6336.618694,0
5445,25,11,1,0,0,0,0,5082.031319,0
5446,61,14,0,0,0,1,0,4594.835502,0
5447,45,11,0,0,0,1,1,5128.8823090000005,0
5448,83,11,1,1,0,1,1,5270.6856179999995,0
5449,59,15,0,1,1,0,1,6054.3670409999995,0
5450,70,7,0,0,1,1,1,6502.025208,0
5451,24,15,0,1,0,0,1,6300.056458,0
5452,60,11,0,0,1,1,1,5948.856328,0
5453,38,6,0,1,1,0,1,3894.4419759999996,0
5454,68,11,0,1,1,0,0,3491.783586,0
5455,37,19,0,1,0,1,0,4475.105272,0
5456,79,12,1,0,1,0,0,4695.750395,0
5457,81,11,0,0,1,0,0,6322.708205,0
5458,89,17,0,0,0,0,1,3382.423508,0
5459,78,15,0,1,1,0,1,5112.939726,0
5460,66,8,1,1,1,1,1,4811.89025,1
5461,78,20,0,0,1,0,0,5431.15051,0
5462,62,11,0,1,1,0,0,5088.803181,1
5463,22,10,0,0,0,0,1,6655.9811039999995,0
5464,57,16,0,0,1,0,1,6187.029956,0
5465,77,13,0,1,1,0,1,5276.1962619999995,0
5466,54,9,0,1,1,0,1,4642.032276,0
5467,43,11,0,0,1,0,0,6709.021997999999,0
5468,85,9,0,0,0,1,0,3950.92899,0
5469,75,14,0,1,0,0,1,5903.302417,0
5470,51,10,0,0,1,1,0,5460.921432,0
5471,31,12,1,0,0,0,1,5269.076385,0
5472,70,13,0,1,0,1,0,5320.166858,0
5473,60,13,0,0,0,1,0,6017.570291,0
5474,34,16,0,1,0,0,0,4899.179172,0
5475,27,9,0,1,1,1,1,6641.027483,0
5476,60,9,0,0,0,1,0,5981.238779,0
5477,45,10,1,0,1,1,1,5610.672962,0
5478,21,11,0,0,0,1,1,6769.093084,0
5479,76,13,0,0,0,1,1,5385.903276,0
5480,71,12,0,0,1,1,1,5559.919752000001,0
5481,46,10,0,1,1,0,0,5296.312677,0
5482,31,10,0,0,0,1,0,4226.329148,0
5483,57,12,0,0,0,0,0,5769.179556,0
5484,75,11,0,0,1,0,1,4726.095224000001,0
5485,85,14,0,1,1,1,1,4315.04425,0
5486,34,12,1,1,0,0,0,5921.61952,0
5487,52,16,0,1,1,0,1,3601.393455,0
5488,79,16,0,0,0,1,1,5057.818142,0
5489,79,13,0,1,1,0,1,5200.564235,0
5490,25,13,0,1,0,1,0,6015.544543999999,0
5491,61,15,0,0,0,0,1,5248.831273,0
5492,75,14,0,1,0,1,1,5248.280009,0
5493,32,17,0,1,0,1,1,6484.666128,0
5494,35,12,0,0,1,1,0,5662.285046,0
5495,62,10,0,1,0,0,1,5854.565694,0
5496,39,17,0,1,1,1,0,5566.008454,0
5497,24,11,0,0,0,0,0,6315.438306,0
5498,20,14,0,0,1,1,0,5003.406744,1
5499,78,14,0,0,0,0,1,6283.625527,0
5500,30,19,0,0,0,1,0,4993.628447,0
5501,87,18,0,1,1,0,0,5489.048081,0
5502,39,11,0,0,0,1,0,5747.351224,0
5503,64,12,0,0,1,1,1,6237.268861,0
5504,34,11,0,1,0,1,0,4300.642039,0
5505,40,14,0,1,1,0,1,5803.879938,0
5506,61,7,0,0,1,1,1,4245.941407,0
5507,79,12,0,0,0,0,1,5611.443086,0
5508,25,14,0,0,0,0,0,5247.947940999999,0
5509,81,8,1,1,0,1,1,6193.005679999999,0
5510,85,10,0,1,0,1,0,5245.226834,0
5511,69,9,0,1,0,1,1,6023.00098,0
5512,60,11,1,0,1,1,1,5663.31815,0
5513,19,13,0,0,1,1,0,4596.831004,0
5514,64,13,0,1,0,0,1,4727.689294,0
5515,28,10,0,1,0,1,0,5929.012302,0
5516,80,16,0,1,0,0,1,5155.317217,0
5517,55,10,0,0,1,1,1,5620.564007999999,0
5518,33,12,0,0,1,0,0,5646.886372,0
5519,74,11,0,1,1,1,1,6268.031469,1
5520,34,13,0,0,0,1,0,4946.826952,0
5521,70,15,0,1,0,1,1,6155.213640999999,1
5522,40,8,0,0,0,1,0,4771.4958719999995,0
5523,81,11,1,0,0,1,0,6071.058615999999,0
5524,45,11,0,0,1,0,0,5484.1194270000005,0
5525,50,12,0,0,0,0,1,5933.623643,0
5526,34,9,0,1,1,0,1,6473.341815,1
5527,50,6,0,0,0,0,1,6127.79877,0
5528,87,14,0,1,0,0,0,5407.5763210000005,0
5529,54,12,1,1,0,0,0,6114.267462,0
5530,26,18,0,0,1,0,0,6104.035524,0
5531,71,13,0,0,1,1,1,4443.003488,0
5532,87,8,0,0,1,0,0,5627.4537789999995,0
5533,73,11,0,0,1,1,0,5216.298758,0
5534,69,11,0,0,0,0,1,5924.920176,0
5535,70,11,0,1,0,1,0,4930.470975,0
5536,22,10,1,0,0,1,0,4967.342093,0
5537,49,13,1,1,1,1,0,5910.47033,0
5538,28,12,0,0,0,0,0,6131.6225509999995,0
5539,79,6,0,0,0,0,0,5639.931173,0
5540,46,12,0,1,0,1,0,5118.044271,0
5541,51,11,0,0,0,1,0,5379.145841,0
5542,76,12,0,0,1,0,1,4831.531789,1
5543,75,10,0,0,1,0,0,5911.716831000001,0
5544,80,17,0,1,1,1,1,4081.5550409999996,0
5545,51,9,1,0,0,0,0,5526.914720000001,0
5546,71,12,0,1,0,0,0,4318.755591,0
5547,73,12,0,0,0,1,0,5145.4739549999995,0
5548,66,11,0,0,0,0,1,4501.420909,0
5549,78,12,0,1,1,1,0,5863.402923,0
5550,47,9,0,1,1,0,1,4347.952465,0
5551,85,16,0,0,0,0,1,5881.848209000001,0
5552,52,11,0,0,0,0,1,5055.536874,0
5553,29,14,0,0,1,1,1,5350.192494,0
5554,49,12,0,0,1,0,0,5782.142746,0
5555,49,12,0,0,0,0,1,4711.28064,0
5556,37,9,0,0,1,1,0,6457.248707,0
5557,70,15,0,0,0,0,0,4205.731492,0
5558,39,11,0,0,0,0,1,5530.421045,0
5559,47,21,0,1,0,0,1,4231.393427,0
5560,59,19,0,0,1,1,1,5863.779578,0
5561,73,11,1,1,0,0,0,4007.1102979999996,0
5562,78,16,0,1,1,1,0,4838.973661,0
5563,87,9,0,0,0,0,0,3170.023123,0
5564,43,17,0,0,1,0,1,6723.721490000001,0
5565,41,16,0,0,1,0,1,5739.181377,0
5566,37,19,0,1,0,1,1,6349.3204670000005,0
5567,89,12,0,0,0,0,0,5365.288200999999,0
5568,24,11,0,0,0,0,1,4518.564,1
5569,50,9,0,0,0,1,0,5530.817595,0
5570,78,11,0,0,1,0,0,5897.7116049999995,0
5571,18,14,0,0,1,1,1,6062.8954189999995,0
5572,27,16,0,0,0,0,0,6284.979187,0
5573,58,9,0,1,0,0,1,6277.702239,0
5574,39,15,1,1,1,1,1,4866.729815,0
5575,87,11,0,1,0,1,1,5815.857846,0
5576,67,10,0,0,1,0,1,5820.82826,0
5577,72,9,0,0,1,0,0,5249.465143,0
5578,44,10,0,0,1,1,0,5592.3529020000005,0
5579,64,18,1,1,0,0,0,5730.292957,0
5580,76,7,0,1,0,1,1,5933.314519,0
5581,48,12,0,0,1,0,0,3653.559021,0
5582,46,13,0,0,0,0,0,6024.2657770000005,0
5583,59,10,0,1,0,1,1,5770.797143,1
5584,53,11,0,1,1,0,1,5641.382534,0
5585,51,14,0,0,0,1,1,5368.8415780000005,0
