,Is_Techie,Has_Phone_Service,Has_Multiple_Lines,Has_Online_Backup,Has_Device_Protection,Has_Streaming_TV,Has_Streaming_Movies,Gender_Female,Gender_Male,Gender_Prefer not to answer,Contract_Term_Month-to-month,Contract_Term_One year,Contract_Term_Two Year,Internet_Service_Type_DSL,Internet_Service_Type_Fiber Optic,Internet_Service_Type_None,Payment_Method_Type_Bank Transfer(automatic),Payment_Method_Type_Credit Card (automatic),Payment_Method_Type_Electronic Check,Payment_Method_Type_Mailed Check,Churn,Population_Within_A_Mile,Children_Count,Age,Income,Outage_Seconds_Per_Week,Email_Sent_To_Customer_Count,Technical_Support_Contacted_Count,Yearly_Equip_Failure_Count,Tenure,Avg_Monthly_Charge,Avg_Bandwidth_GB_Usage_Per_Year,Timely_Response_Survey_Item,Timely_Fixes_Survey_Item,Timely_Replacements_Survey_Item,Reliability_Survey_Item,Options_Survey_Item,Respectful_Response_Survey_Item,Courteous_Exchange_Survey_Item,Evidence_Of_Active_Listening_Survey_Item
4484,1.0,1.0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,6032,1.0,64.0,33186.785,7.5065669999999995,13,1,1,1.204999,197.5957,3382.4240000000004,5,4,5,6,3,4,5,5
4485,0.0,1.0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,29608,0.0,72.0,39382.66,11.84077,19,2,0,10.96384,240.0632,1398.0870000000002,4,4,3,4,3,4,5,5
4486,0.0,1.0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,13981,0.0,28.0,93909.59,9.736767,8,0,0,12.75395,202.7079,1438.364,5,4,4,4,3,4,6,7
4487,1.0,0.0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,20163,4.0,25.0,33186.785,10.799430000000001,9,4,0,1.1518,183.2467,695.0269,4,4,3,4,4,3,4,4
4488,0.0,0.0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,14328,1.0,58.0,83027.06,5.264941,8,2,0,11.94283,191.9511,1289.865,3,3,5,3,3,2,3,1
4489,0.0,1.0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,199,1.0,74.0,25700.68,12.81284,15,1,0,2.147261,270.556,1341.276,3,3,3,2,3,1,3,4
4490,0.0,1.0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1.0,87.0,18148.08,9.36682,13,2,1,21.72982,233.4773,2757.8390000000004,2,3,1,2,5,2,2,2
4491,0.0,1.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,4870,1.0,32.0,8457.83,8.987188,11,2,0,7.042459,141.513,1228.595,2,3,4,3,3,2,4,3
4492,0.0,1.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,2713,3.0,27.0,33186.785,7.571092999999999,16,0,1,3.5923760000000002,120.9444,1189.261,4,4,3,3,5,3,3,3
4493,0.0,1.0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,94,1.0,53.0,48521.27,9.152597,9,0,1,15.737129999999999,177.5297,3382.4240000000004,3,2,2,4,4,3,5,5
4494,0.0,1.0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,3837,9.0,53.0,13556.67,10.43649,11,0,1,6.831686,232.5302,1491.7910000000002,4,3,3,3,5,4,4,4
4495,0.0,1.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,15420,1.0,53.0,45091.73,10.00966,12,1,0,12.94793,143.7895,1126.4569999999999,4,5,4,4,3,5,4,1
4496,0.0,1.0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,827,1.0,81.0,55861.93,10.01643,11,1,1,2.284487,213.6439,1119.21,5,4,5,2,5,3,3,2
4497,1.0,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,3211,0.0,83.0,13133.15,10.602780000000001,10,2,0,12.2964,138.3829,1459.899,2,2,2,5,4,2,3,3
4498,1.0,1.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,788,3.0,53.0,33186.785,9.898061,14,3,0,1.655301,116.78,837.3073,3,4,3,4,4,3,3,3
4499,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2464,1.0,50.0,33186.785,7.966122,16,0,1,19.69566,172.0055,1876.81,4,4,4,4,3,5,4,4
4500,1.0,1.0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,58,3.0,45.0,30502.48,8.124851,9,0,1,7.521969,192.5308,1129.472,5,5,4,3,5,4,5,4
4501,0.0,1.0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1753,1.0,53.0,17739.09,39.497209999999995,18,1,1,5.123883,222.3084,1418.3270000000002,4,3,4,3,4,2,3,2
4502,0.0,1.0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1089,0.0,87.0,33186.785,10.12682,17,1,0,14.863760000000001,202.3943,2089.529,3,2,3,4,3,3,2,3
4503,0.0,1.0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,9282,1.0,70.0,70656.34,9.41072,15,1,0,5.141927,180.9341,708.4028,2,2,3,4,2,3,3,3
4504,0.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,570,0.0,53.0,30661.99,38.17212,11,0,1,1.554749,201.6303,489.2317,3,3,2,4,4,3,3,3
4505,0.0,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,11268,2.0,45.0,33186.785,10.785110000000001,15,0,0,36.19603,113.0547,1176.674,3,3,3,4,3,3,3,4
4506,0.0,1.0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1776,1.0,53.0,114401.9,6.9297,9,1,0,15.125589999999999,166.9586,2229.929,3,3,3,4,4,3,3,3
4507,0.0,1.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,314,4.0,53.0,9447.9,38.97885,12,2,1,5.113589,158.2659,1241.024,3,4,3,4,5,2,3,4
4508,0.0,1.0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,37360,0.0,50.0,25990.9,15.47345,15,1,0,10.886660000000001,147.5084,1129.578,6,5,3,4,3,4,4,4
4509,0.0,1.0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1823,1.0,53.0,22492.61,8.983414,12,1,0,4.343093,139.634,1137.987,2,3,3,4,3,4,3,2
4510,0.0,1.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,442,1.0,58.0,33186.785,9.126773,15,0,0,7.470963,116.6695,1453.362,3,3,3,4,4,3,3,3
4511,0.0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,10895,1.0,42.0,84035.13,13.380410000000001,11,0,0,13.36689,117.9097,1456.61,5,6,4,3,4,3,4,3
4512,0.0,1.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,7934,2.0,63.0,27432.43,9.890355,12,1,0,2.596868,126.9747,3382.4240000000004,5,3,6,4,2,4,5,5
4513,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3231,1.0,78.0,30351.92,6.28167,9,1,1,7.6854059999999995,108.7732,3382.4240000000004,3,3,3,3,5,2,2,3
4514,0.0,1.0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,47757,7.0,89.0,33186.785,10.50442,11,0,1,5.379951,259.38,1640.269,3,3,5,3,5,3,3,4
4515,0.0,1.0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,57886,1.0,18.0,21768.05,13.74456,10,0,0,36.19603,174.1145,1377.345,3,3,3,3,2,3,2,3
4516,0.0,1.0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,15836,0.0,89.0,17072.33,11.01402,13,1,0,8.561641,184.6563,984.7207,4,4,3,5,2,3,3,4
4517,0.0,1.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,3357,10.0,66.0,61921.5,3.303492,9,0,0,17.24595,131.7035,2399.9539999999997,2,2,2,4,4,1,2,2
4518,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1012,2.0,53.0,15625.86,11.0805,5,2,1,4.457562,95.30716,983.5423,2,2,3,2,5,2,1,1
4519,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,60033,1.0,44.0,34790.72,9.757760000000001,10,1,0,22.289260000000002,106.0007,3382.4240000000004,4,3,3,5,3,5,3,4
4520,0.0,1.0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1767,4.0,53.0,118179.2,13.18462,8,3,1,3.77596,183.1659,775.6207,3,3,3,2,3,3,4,4
4521,0.0,1.0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1926,1.0,85.0,33186.785,13.245389999999999,13,1,0,29.30064,148.4534,2626.363,2,2,3,4,3,3,3,1
4522,0.0,1.0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,756,2.0,62.0,33186.785,8.357648,12,0,0,10.32752,215.0876,1274.79,2,3,3,4,3,3,4,3
4523,0.0,1.0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,9417,1.0,28.0,23660.82,9.36175,15,2,0,7.668017,213.5143,1139.028,4,4,4,4,3,5,4,3
4524,0.0,1.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,548,3.0,55.0,33186.785,12.354569999999999,10,1,0,7.461144,130.1258,1296.524,3,3,4,2,3,3,5,3
4525,0.0,1.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,231,2.0,55.0,79125.31,9.692487,6,1,0,10.074689999999999,148.2945,1527.9779999999998,5,4,5,4,4,4,5,4
4526,0.0,1.0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,422,1.0,59.0,15840.4,8.266945,13,1,0,1.692565,156.048,1015.46,2,3,2,5,2,4,2,4
4527,0.0,1.0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,8851,1.0,53.0,13366.53,4.064773000000001,10,0,0,15.54856,204.3222,1835.681,4,4,4,3,4,4,5,3
4528,0.0,1.0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,27606,1.0,53.0,48364.58,5.200809,15,1,0,4.18206,126.4221,1094.625,3,2,3,4,3,3,3,3
4529,0.0,1.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,13202,1.0,79.0,33186.785,45.026,10,2,1,5.260996,158.0316,945.5437,3,4,3,3,2,4,4,3
4530,0.0,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,518,1.0,34.0,66249.33,6.555553,7,2,0,4.480346,150.9519,3382.4240000000004,3,4,3,4,3,4,3,3
4531,0.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,44103,9.0,61.0,35831.39,8.737435000000001,9,0,1,8.652909,142.029,3382.4240000000004,4,4,3,2,4,2,4,3
4532,1.0,0.0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2333,2.0,71.0,93402.26,11.52213,10,0,0,10.65198,231.7262,1855.2,2,2,3,2,4,1,3,3
4533,0.0,1.0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,3027,0.0,89.0,33004.01,5.365985,11,4,0,7.957264,244.2902,1194.312,3,2,3,4,3,2,3,4
4534,0.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,60,1.0,53.0,10992.6,8.861021000000001,16,1,1,15.4522,113.3188,3382.4240000000004,4,4,3,4,3,3,3,3
4535,0.0,1.0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1085,4.0,39.0,43769.45,10.16618,14,0,0,18.07558,172.438,2082.761,4,3,4,4,3,3,3,4
4536,0.0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,37042,1.0,84.0,42889.58,10.57485,14,2,0,21.55836,144.2513,1835.576,2,2,2,4,4,4,4,4
4537,0.0,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,4242,0.0,57.0,12204.42,7.767545,13,0,0,36.19603,193.0138,1443.484,5,5,4,3,3,3,2,3
4538,1.0,1.0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,388,0.0,64.0,41895.1,10.850589999999999,17,2,0,36.19603,159.9143,1458.5179999999998,4,3,4,5,1,3,5,3
4539,0.0,1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,239,4.0,53.0,14233.75,9.143928,5,4,1,8.592449,138.5248,1099.389,4,4,3,3,4,3,4,4
4540,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,540,1.0,76.0,22935.18,12.47832,13,2,0,19.84947,92.96141999999999,2063.325,3,3,2,4,4,2,2,2
4541,0.0,1.0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,80,2.0,53.0,21579.33,10.548760000000001,17,0,1,4.83427,258.784,1159.365,2,2,2,5,4,3,3,2
4542,0.0,1.0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,4246,1.0,75.0,33186.785,9.66765,12,1,0,36.19603,223.8161,1340.9279999999999,2,2,4,6,2,1,2,4
4543,0.0,1.0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3632,9.0,30.0,85003.51,5.915712,11,2,0,22.05688,198.06900000000002,2696.777,4,4,4,4,4,3,3,5
4544,1.0,1.0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,521,2.0,78.0,3598.04,13.11571,6,1,0,10.35346,185.2444,1640.316,3,3,3,3,4,2,2,4
4545,0.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2050,4.0,53.0,33186.785,10.731110000000001,12,0,0,6.506483,150.2407,917.1666,6,4,5,2,5,5,4,4
4546,0.0,1.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1741,3.0,32.0,41207.42,9.380338,13,1,0,17.95045,162.7895,2303.355,4,3,5,3,3,4,4,4
4547,0.0,1.0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,29213,0.0,53.0,14825.22,7.285330999999999,11,1,1,6.214398,175.3092,1251.895,5,4,4,2,5,4,3,4
4548,0.0,1.0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,2924,1.0,56.0,33186.785,13.93338,9,0,0,14.668470000000001,184.6737,1880.005,2,3,3,4,4,3,3,4
4549,0.0,0.0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,20935,1.0,79.0,69833.88,8.400281,6,2,0,5.628186,181.8574,650.4415,1,2,2,4,3,3,2,2
4550,0.0,1.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,274,1.0,68.0,60288.26,13.319479999999999,11,3,0,10.5771,148.9762,1515.275,2,2,2,4,6,2,2,2
4551,0.0,1.0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1.0,58.0,55582.0,7.622563,12,3,0,11.42464,197.5376,1518.896,4,3,4,3,3,4,3,4
4552,1.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,29268,4.0,48.0,12224.95,9.87182,7,4,0,3.3673029999999997,157.5752,558.2846,3,2,2,4,2,2,3,5
4553,0.0,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,365,4.0,70.0,6980.4,10.58395,12,2,1,3.071976,103.5018,398.8495,2,3,4,3,4,3,3,4
4554,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,7878,3.0,67.0,33186.785,3.451175,9,0,0,3.2464779999999998,115.5314,545.3992,4,5,4,2,4,4,4,3
4555,0.0,1.0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,17493,1.0,24.0,33186.785,8.357516,8,1,0,5.798779,187.9401,1129.174,3,3,4,3,5,4,1,2
4556,0.0,1.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4101,1.0,44.0,64963.05,9.961621000000001,12,1,0,13.23966,128.8788,1735.03,5,6,5,4,4,5,4,4
4557,0.0,1.0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,14464,1.0,51.0,48170.55,7.80725,5,1,1,18.44435,129.4092,2182.756,2,2,4,5,4,2,3,3
4558,0.0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,240,0.0,54.0,33186.785,11.999239999999999,7,1,0,2.941261,152.374,3382.4240000000004,3,3,3,5,5,2,3,4
4559,0.0,1.0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,162,1.0,24.0,33281.77,2.7362889999999997,13,2,1,21.07565,161.2778,2673.1020000000003,2,2,3,2,4,4,3,3
4560,0.0,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,474,2.0,39.0,33186.785,12.752989999999999,13,0,0,12.09048,111.3775,1155.835,2,2,3,3,4,3,4,2
4561,0.0,1.0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1372,1.0,75.0,71503.36,11.73339,7,2,0,11.76248,238.4361,2037.6270000000002,3,4,2,5,3,4,4,4
4562,0.0,1.0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,539,1.0,70.0,33186.785,19.741329999999998,8,0,0,2.691911,167.9366,347.3047,4,4,4,3,3,3,2,4
4563,0.0,1.0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,8684,1.0,36.0,33186.785,6.768521000000001,13,2,0,6.999666,233.733,1161.767,5,4,4,3,3,4,4,4
4564,0.0,1.0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,275,1.0,47.0,68629.48,8.227816,12,0,0,3.8961080000000003,179.9407,729.6672,3,3,4,5,3,4,4,4
4565,0.0,1.0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,26565,1.0,71.0,33186.785,8.242377000000001,8,2,0,6.564797,257.8954,1801.106,4,3,2,3,3,4,5,5
4566,0.0,1.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,6412,0.0,53.0,33186.785,9.816828,8,4,0,13.727379999999998,159.7288,1844.507,3,2,1,3,3,2,3,2
4567,0.0,1.0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,240,2.0,53.0,7543.45,15.84259,12,2,1,2.804449,172.9016,538.2673,3,4,3,5,3,3,4,3
4568,0.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2800,2.0,53.0,8328.28,15.72221,16,1,1,14.416879999999999,171.9527,3382.4240000000004,3,3,3,4,4,3,5,3
4569,0.0,1.0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,501,0.0,53.0,33186.785,7.914694,17,0,0,6.1868739999999995,194.9339,1183.6660000000002,5,5,4,4,2,5,3,6
4570,0.0,1.0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,83,1.0,53.0,10607.43,16.04674,15,1,0,8.380626,232.3459,1827.7420000000002,3,3,5,4,4,3,4,3
4571,0.0,1.0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,48438,1.0,32.0,20998.16,9.963814999999999,10,0,1,11.883280000000001,117.8833,1309.247,3,3,3,3,4,3,2,3
4572,0.0,1.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,14942,1.0,65.0,66156.08,14.459270000000002,15,2,1,4.899337,163.9629,1125.78,4,4,3,6,1,4,4,5
4573,1.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2180,6.0,20.0,33186.785,14.8436,15,1,0,8.574964,169.37099999999998,3382.4240000000004,3,3,2,3,3,2,4,4
4574,0.0,1.0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,263,0.0,70.0,69183.29,13.141179999999999,9,2,1,31.79027,254.5038,3575.8709999999996,4,3,4,4,3,4,3,3
4575,1.0,1.0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,4745,1.0,44.0,31012.18,12.09592,14,1,0,7.84461,136.4733,1024.766,3,3,3,4,3,5,4,4
4576,0.0,1.0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,2678,1.0,19.0,37461.63,11.0573,8,0,0,14.31807,264.2432,1924.415,5,4,5,2,5,3,2,3
4577,0.0,1.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1786,1.0,53.0,33186.785,9.893772,13,0,0,21.43457,172.4995,2141.092,4,3,4,3,4,4,4,4
4578,0.0,1.0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,365,1.0,74.0,16197.52,9.27338,11,0,0,4.439464,196.2229,729.7825,5,6,5,3,5,3,3,3
4579,1.0,1.0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,28016,0.0,66.0,19161.27,6.735399,9,0,1,3.147832,159.9227,562.8049,4,4,5,4,4,3,4,3
4580,0.0,1.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,2388,1.0,31.0,62028.51,8.926874,10,0,1,10.83268,151.7535,1248.355,4,3,3,5,2,5,4,5
4581,0.0,1.0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,3744,1.0,53.0,23055.92,7.380711,13,1,0,36.19603,177.4273,1381.71,3,4,4,2,6,2,3,2
4582,0.0,1.0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,516,8.0,53.0,50998.43,7.772055,13,1,0,9.042296,184.4619,1852.014,3,4,5,4,4,5,3,4
4583,0.0,1.0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,29522,3.0,35.0,52984.07,8.090278999999999,16,0,1,8.850759,128.1753,3382.4240000000004,6,5,4,2,3,4,3,4
4584,0.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2016,3.0,53.0,41637.08,9.732562,12,3,2,36.19603,172.6524,786.1863,3,3,3,4,4,5,4,4
4585,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,24613,1.0,61.0,81068.69,9.460192999999999,9,4,0,23.08203,140.3768,2199.6639999999998,3,3,4,4,4,5,4,4
4586,0.0,1.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,27938,1.0,57.0,40120.86,39.47886,14,1,3,13.45113,144.7749,1613.057,3,3,3,3,4,3,4,3
4587,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3521,6.0,53.0,51251.01,8.488858,10,1,1,3.080084,78.55784,436.2645,6,6,6,2,3,5,4,4
4588,0.0,1.0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,171,1.0,19.0,11943.45,8.296342999999998,8,2,1,14.417879999999998,232.295,1872.39,5,5,4,4,4,5,4,5
4589,0.0,1.0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,324,1.0,53.0,38916.4,41.74928,15,1,1,6.2061,215.6768,904.318,3,3,3,4,2,4,4,3
4590,1.0,1.0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,30996,2.0,69.0,42780.53,9.871051,15,1,1,17.384320000000002,174.6716,3382.4240000000004,2,2,2,2,5,1,2,2
4591,0.0,1.0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,15133,1.0,53.0,33186.785,9.468063,11,1,1,4.490588,201.8473,1542.619,5,4,4,4,3,4,3,4
4592,0.0,1.0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2946,1.0,74.0,79890.24,6.238567,10,1,2,2.893617,199.09099999999998,1280.1019999999999,2,3,3,3,3,2,3,3
4593,1.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,319,1.0,66.0,24929.75,8.666661999999999,13,2,0,7.634806,144.3453,753.7252,5,5,4,2,4,4,5,4
4594,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1883,4.0,87.0,58884.99,36.00046,9,2,1,3.794574,132.8,726.1482,3,3,1,5,3,3,3,4
4595,0.0,1.0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,13128,1.0,55.0,48618.33,7.433903,15,0,0,6.905799000000001,182.7736,3382.4240000000004,4,5,4,3,3,4,3,5
4596,0.0,1.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,5586,0.0,53.0,33186.785,16.3555,11,3,0,21.26763,117.5064,2327.657,4,4,4,3,4,2,4,4
4597,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1194,3.0,20.0,27558.14,9.668907,10,1,1,2.507107,144.9294,463.6733,3,2,3,4,4,2,2,2
4598,0.0,1.0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3219,3.0,82.0,46381.14,6.922899,9,0,0,36.19603,174.2968,3382.4240000000004,4,4,3,1,3,3,3,4
4599,0.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1025,1.0,89.0,54862.38,7.739542,11,0,0,2.886437,160.7835,486.3813,4,4,4,4,4,4,4,3
4600,0.0,1.0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7285,2.0,39.0,14638.15,14.7739,15,0,1,10.35845,169.4248,1349.8729999999998,4,5,4,5,2,5,3,6
4601,0.0,1.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,11762,2.0,48.0,33186.785,9.030861999999999,14,0,0,8.093081,129.7548,1340.469,3,4,2,3,4,3,3,4
4602,0.0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1826,6.0,24.0,33186.785,9.707187,14,1,0,12.1891,77.92452,1346.57,3,3,4,4,3,4,4,5
4603,0.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,624,1.0,53.0,69433.42,3.684076,17,1,2,11.3031,159.2992,1217.605,3,3,4,3,4,2,3,3
4604,0.0,1.0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,55857,0.0,21.0,82130.46,8.67944,11,0,0,7.445235,150.4584,1450.16,4,3,4,3,5,5,2,3
4605,0.0,1.0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,176,1.0,59.0,59532.16,11.41795,8,1,1,36.19603,181.1457,503.6436,4,5,4,4,5,4,4,4
4606,0.0,1.0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,156,0.0,58.0,33186.785,6.788628,10,0,0,2.347884,185.8518,616.2095,3,5,5,4,3,4,4,4
